Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Number_of_Layers,Film_Thickness_nm
2261.8,57.9,13.75,25.07,3.61,18.7,368.6,47.7,6,43.12
903.9,38.7,35.18,33.04,14.9,82.0,200.2,117.1,7,888.9
848.5,33.8,11.0,24.99,3.26,67.0,503.1,63.2,4,24.15
4009.4,43.7,25.23,25.04,9.39,44.2,341.6,29.6,9,205.41
2507.3,23.0,31.43,20.85,14.01,97.8,424.9,116.6,8,249.63
4688.1,50.8,28.23,50.24,12.66,40.5,151.8,115.7,6,323.64
3255.0,110.2,24.55,29.09,10.07,91.7,431.9,57.9,5,88.72
658.3,103.1,30.65,53.28,11.02,63.3,277.3,48.3,8,575.8
1208.9,57.2,3.13,56.18,2.88,13.3,372.5,84.8,3,11.3
1426.2,77.6,3.52,26.74,1.14,87.4,284.0,101.2,3,5.58
4890.8,76.7,22.21,48.35,7.08,78.6,598.3,64.8,5,29.62
1484.2,102.9,3.49,38.41,2.25,67.8,253.9,46.4,2,8.4
2820.9,43.6,19.58,56.76,6.01,65.3,560.8,43.2,5,36.93
4712.8,49.6,8.12,39.38,4.13,29.7,563.1,45.9,5,12.5
4897.4,50.2,31.06,35.15,13.83,29.3,339.5,23.0,6,175.59
1563.6,24.1,32.2,31.78,13.32,12.6,286.8,95.6,5,331.94
721.0,51.5,36.29,56.14,12.47,23.9,321.5,21.5,9,726.57
1191.2,107.8,25.37,29.05,11.0,40.3,595.2,53.8,3,55.2
785.0,111.2,4.06,53.11,3.16,58.7,428.5,101.8,5,24.39
1378.1,31.0,1.65,27.77,1.68,21.8,395.2,54.5,8,11.47
3058.6,65.8,28.15,45.74,10.15,60.2,166.2,42.4,3,151.98
4606.0,58.1,20.92,38.04,9.99,33.7,531.5,114.3,7,75.47
2917.5,68.9,19.76,24.18,6.17,32.9,187.7,23.9,10,226.84
3317.0,75.5,19.73,25.04,7.62,95.3,171.1,107.3,4,120.92
1408.4,22.0,19.95,31.26,7.85,99.3,273.7,16.8,3,97.26
4102.6,104.2,12.92,50.67,4.36,83.0,364.1,55.5,2,12.06
3280.1,117.4,12.01,49.16,5.4,14.9,552.9,79.5,1,4.12
4388.6,85.3,18.19,28.2,6.86,75.6,505.5,50.7,3,21.6
4769.8,86.0,20.14,39.05,9.44,26.1,238.9,68.8,9,230.25
2065.6,72.8,39.12,23.88,14.38,61.2,317.4,32.4,3,170.56
907.6,53.4,18.56,48.64,8.54,90.4,501.1,72.6,10,204.94
1516.7,34.9,29.16,51.73,11.24,44.2,387.2,24.8,10,391.46
2470.3,78.4,27.18,55.74,12.3,93.6,228.5,97.6,7,375.03
4755.6,24.5,6.36,55.43,2.59,73.8,328.2,74.2,10,25.74
2202.4,102.5,24.21,33.52,10.14,37.1,431.7,63.0,5,111.95
3968.5,62.1,28.77,30.18,7.75,18.5,588.0,16.0,10,104.73
2932.1,61.5,22.69,55.86,9.01,83.4,447.8,65.0,6,101.3
1322.6,52.7,3.07,25.84,1.54,51.2,157.3,72.0,1,4.06
1943.3,116.9,32.15,22.37,13.69,16.5,467.3,39.2,9,297.4
3439.4,37.5,30.47,32.57,14.34,19.3,262.9,84.5,10,533.68
3527.8,35.1,3.92,50.41,1.05,97.0,538.0,18.4,9,5.6
2456.4,36.6,16.71,47.77,3.98,31.9,322.8,33.0,5,43.98
1528.9,85.9,11.11,59.48,3.52,97.0,239.8,91.1,2,23.57
3748.6,119.2,32.17,34.38,11.94,71.3,360.6,26.2,6,188.23
1259.9,43.5,20.83,31.03,9.37,37.0,264.8,37.0,9,364.17
4715.0,110.6,9.4,35.13,3.48,44.5,256.1,81.6,9,51.82
1345.6,47.9,31.12,51.29,12.4,79.9,408.0,90.2,7,272.6
982.9,84.8,13.51,28.57,5.95,49.2,495.3,15.7,8,101.88
2739.4,24.0,20.34,57.91,7.45,16.7,525.7,23.9,1,10.7
2838.0,69.6,18.62,40.5,6.42,30.7,329.0,59.1,7,98.84
2786.9,85.5,22.72,51.33,8.3,87.4,180.1,75.2,2,69.78
2465.0,73.6,19.31,53.09,7.72,72.7,367.8,59.9,8,151.42
4976.7,43.8,16.41,39.15,4.84,55.1,345.2,81.2,1,7.62
2688.3,102.8,17.2,49.65,6.94,32.1,238.6,93.2,6,137.08
2650.8,117.0,32.5,34.59,13.72,52.7,553.3,114.4,10,214.75
2397.9,65.9,24.82,52.44,8.04,81.0,588.4,48.5,2,20.46
800.7,83.6,30.49,52.96,13.83,17.3,173.3,27.9,5,589.18
3168.3,99.0,16.91,42.65,8.7,99.5,508.1,39.0,1,11.28
1525.9,44.1,26.45,28.73,11.76,87.4,440.6,26.3,8,254.25
3369.2,106.4,14.92,58.81,5.11,38.6,267.6,53.4,10,124.08
728.8,48.0,33.6,57.88,12.07,88.4,435.8,106.0,1,56.44
4916.2,97.6,10.83,44.79,4.7,71.4,207.9,48.2,6,52.35
2610.5,31.2,10.37,59.36,1.27,70.0,181.2,26.4,8,27.9
4535.4,48.8,9.56,40.11,3.25,22.6,597.1,67.5,1,3.0
2640.0,73.4,4.65,35.02,1.3,91.5,436.4,119.1,5,5.33
771.5,72.5,32.25,38.42,14.26,50.5,264.0,30.7,2,196.63
4200.0,105.0,42.35,21.84,15.0,82.3,352.5,95.6,10,393.28
3416.8,119.6,28.39,41.96,11.67,37.0,577.5,100.6,6,79.32
4017.9,30.7,3.79,46.65,2.51,37.7,347.4,54.1,6,12.71
2426.8,47.1,40.62,24.38,13.59,96.8,555.2,78.2,10,251.85
3370.7,55.8,29.43,30.22,11.41,54.7,541.0,57.6,8,126.15
4353.0,67.9,17.39,48.85,5.65,15.4,304.9,38.9,4,46.76
3339.8,69.4,25.52,51.74,8.03,85.2,463.2,56.9,7,89.8
2064.5,105.6,27.45,59.43,10.26,30.5,447.2,20.5,3,70.69
3481.4,97.1,8.0,30.13,1.34,89.1,497.0,87.8,6,6.22
3523.3,21.9,20.61,53.66,8.02,92.5,314.7,101.2,9,172.28
4822.6,65.5,30.08,26.88,11.25,16.5,173.5,43.8,10,439.42
2169.1,81.8,10.26,25.24,3.64,62.4,227.0,72.3,10,109.65
2412.9,66.0,18.53,49.17,7.21,98.3,427.4,35.5,5,69.16
4154.6,33.1,21.81,37.83,8.46,93.8,498.8,24.0,9,105.84
2775.9,59.7,26.79,51.76,11.3,57.3,490.2,83.0,9,179.93
3814.6,61.2,36.87,31.3,14.5,71.2,412.7,24.8,6,187.84
2568.7,38.8,33.12,28.53,12.88,64.4,188.1,96.0,1,68.22
1469.7,95.6,26.77,41.95,9.7,28.3,157.8,39.9,2,147.53
3853.4,52.1,25.01,24.61,9.17,68.8,502.0,100.0,7,86.63
1090.2,78.9,29.72,31.15,9.44,40.0,397.2,50.5,9,334.92
1393.6,71.6,25.01,26.65,8.63,40.4,502.2,50.6,10,203.96
3320.7,107.7,5.59,32.8,1.83,47.8,223.3,92.6,3,8.78
3862.7,32.2,28.14,50.62,10.78,86.7,333.3,66.1,9,228.56
4526.1,31.4,31.6,24.83,11.03,31.5,563.6,32.1,9,119.86
1726.6,50.0,17.95,44.47,8.17,32.6,227.2,103.5,5,175.58
998.3,63.1,38.37,43.39,13.19,10.7,177.7,47.4,4,477.52
4802.2,49.9,23.63,41.53,10.41,24.0,444.1,21.3,5,78.12
1194.9,96.3,18.68,39.37,6.08,98.1,417.5,55.8,7,113.93
1389.5,44.5,4.95,46.55,1.28,49.0,578.4,73.1,9,8.05
1811.0,28.5,6.05,54.07,1.83,27.6,557.9,77.1,2,3.0
2882.3,61.4,11.72,26.48,5.93,96.9,487.2,101.9,4,23.25
4472.7,97.3,21.9,52.57,7.47,12.4,158.6,69.6,2,51.87
3922.5,105.1,5.81,22.46,3.34,53.6,366.2,34.6,10,30.88
3686.7,93.3,6.07,39.28,3.65,82.4,553.2,38.8,5,10.72
1288.3,75.8,15.19,40.46,4.22,79.6,345.1,21.1,3,38.0
2109.6,92.4,34.8,27.9,11.93,27.0,583.0,91.0,3,60.07
2652.8,88.1,27.13,23.59,11.8,73.7,443.6,21.7,1,23.42
1163.4,43.4,19.64,23.0,6.36,66.0,199.3,76.6,5,180.91
1730.4,75.1,12.24,21.49,3.41,70.8,379.2,75.7,8,51.31
1887.5,97.1,7.6,42.94,2.55,33.9,463.0,96.4,4,11.53
1072.7,51.7,11.11,26.22,2.22,83.0,179.4,18.2,5,48.8
2976.1,85.4,16.41,52.35,6.48,60.3,305.1,32.3,7,107.73
3672.6,68.1,7.32,55.96,1.64,75.3,472.7,110.1,4,4.63
814.7,70.3,11.28,31.7,5.67,94.6,220.7,72.9,8,229.17
2665.1,29.0,31.63,26.58,14.46,87.0,306.8,60.3,4,186.55
4020.0,86.6,24.15,36.38,8.11,80.4,460.5,92.2,5,54.7
3866.0,106.6,32.44,55.26,12.52,36.1,499.0,109.3,10,186.06
4167.8,34.1,8.03,35.99,2.81,14.9,383.3,38.9,9,27.98
2517.1,56.6,18.66,24.33,4.75,61.7,580.6,109.2,6,29.91
4192.5,24.9,40.47,59.39,14.25,13.1,566.4,22.0,4,85.29
1583.4,23.0,17.97,39.99,6.37,74.3,363.0,117.5,10,174.23
2123.6,119.0,20.81,33.69,10.08,76.3,222.1,28.1,5,188.73
1293.6,69.3,35.4,55.74,14.67,60.7,497.8,39.3,4,175.61
2603.7,55.6,19.54,57.1,8.71,25.1,259.4,20.6,6,164.79
2264.3,47.5,14.4,39.87,5.27,88.8,529.3,98.4,5,32.38
1584.2,118.0,18.62,32.27,8.45,63.6,414.2,118.3,9,178.01
3883.0,45.2,2.47,39.31,1.76,56.3,327.3,42.7,3,4.08
1912.3,92.6,1.13,28.77,2.57,61.1,400.4,45.8,1,3.0
1727.6,48.4,5.03,39.13,1.1,17.5,389.8,40.7,5,7.74
1089.0,27.0,25.88,29.18,13.38,76.6,566.1,27.0,10,304.84
2474.7,88.3,24.95,44.89,10.4,15.5,246.5,96.6,1,36.17
1863.3,20.2,15.99,50.4,5.18,62.1,567.7,16.7,9,77.14
2161.7,87.6,9.26,58.78,4.1,25.2,164.1,116.5,1,13.31
1562.0,45.0,23.04,53.7,10.56,28.7,496.1,112.0,6,126.34
3934.2,94.6,33.71,23.45,13.87,31.0,563.9,23.0,5,97.89
4685.0,97.0,11.45,28.46,5.19,11.3,327.3,68.2,2,16.7
2740.7,92.4,15.21,41.27,5.5,90.3,182.9,119.2,8,172.66
3393.5,22.4,28.71,30.3,12.96,82.4,512.1,103.8,2,39.79
4402.3,90.4,32.75,20.57,13.51,12.8,529.3,88.7,5,86.27
4994.7,119.0,32.69,50.19,13.8,15.1,301.3,12.5,6,213.3
3260.8,44.3,13.71,34.31,5.1,80.5,383.4,17.5,6,49.21
4504.0,47.4,13.08,22.64,2.68,10.6,514.3,97.3,1,3.0
4588.7,101.4,19.07,40.35,7.16,52.2,236.4,51.4,5,88.14
4061.5,36.0,15.34,59.09,5.14,19.7,433.0,83.5,7,48.69
2574.2,86.1,30.89,47.14,13.37,63.2,343.8,91.3,6,236.83
865.2,95.5,6.15,26.35,1.51,99.9,228.5,56.4,8,40.33
571.1,23.7,23.89,40.57,9.87,25.5,524.1,25.8,8,272.76
2647.4,75.4,33.57,56.07,13.69,96.1,296.1,52.5,2,99.95
2724.4,77.6,37.7,22.17,14.67,87.9,570.5,105.8,9,193.35
2333.1,50.3,23.73,45.52,10.1,98.7,406.0,46.4,9,213.26
3056.8,107.6,33.69,48.85,14.3,79.0,381.5,16.9,9,329.42
2984.7,36.3,5.28,48.16,2.06,87.1,340.5,115.5,9,22.6
4264.8,56.4,14.35,26.01,6.03,63.5,330.3,84.9,3,32.6
989.0,104.9,5.1,56.29,1.12,88.1,518.1,69.5,7,8.82
1513.3,39.1,34.8,32.89,14.74,20.0,454.9,101.2,5,233.95
4068.5,102.1,37.86,22.07,13.64,76.7,498.2,55.2,10,235.46
4315.3,27.9,13.24,23.33,1.39,66.6,339.5,118.4,9,21.52
4976.7,68.9,3.18,38.3,1.25,15.4,267.6,104.3,2,3.0
4428.1,27.5,17.0,21.6,6.14,36.2,189.1,40.9,10,156.22
4504.5,87.8,15.74,51.18,4.62,29.4,499.5,50.8,7,31.37
1914.6,99.1,30.77,54.63,12.86,46.5,336.9,40.3,6,266.56
2307.5,105.0,6.48,20.53,3.25,27.9,379.2,82.5,5,20.05
1706.4,118.1,34.97,52.4,12.07,34.7,361.2,80.3,5,199.94
3228.3,87.2,24.21,59.25,8.76,36.6,344.0,67.5,8,175.76
4724.6,96.9,17.41,21.21,6.28,64.0,457.8,116.2,8,51.49
2050.9,70.6,13.34,49.0,3.04,22.1,423.9,62.0,6,32.69
3006.5,111.3,38.74,59.96,14.97,31.7,587.4,96.2,10,227.48
1833.3,84.4,24.06,51.88,9.65,38.5,212.5,82.4,3,137.56
1264.1,108.4,15.52,40.21,7.15,50.4,408.1,67.0,5,90.06
1378.3,43.5,14.77,55.39,6.2,13.4,178.5,14.6,6,159.9
760.8,69.7,37.08,48.32,13.68,99.9,513.6,82.3,2,98.19
4771.8,93.0,32.79,31.7,12.5,37.0,427.3,80.7,5,101.37
2313.0,40.3,29.86,28.97,12.36,35.9,342.8,23.7,9,345.64
4253.5,41.1,29.44,40.5,9.63,59.9,511.0,97.6,7,92.32
3566.0,117.8,32.42,34.92,13.43,86.9,354.8,61.4,8,271.69
1363.6,63.5,16.9,33.18,5.19,51.1,252.5,45.7,2,39.04
1289.6,38.2,27.62,27.12,10.85,32.4,362.6,100.6,2,87.22
4153.9,53.1,23.12,53.81,6.66,60.9,181.9,47.8,5,107.92
1691.2,59.7,25.88,48.2,9.4,53.5,554.0,78.4,4,64.09
4609.8,82.3,36.58,33.25,14.97,48.1,478.9,78.0,1,24.1
1130.2,112.3,35.47,29.51,14.78,98.5,492.1,15.8,6,308.88
3549.7,118.7,20.76,25.13,8.18,99.6,543.5,56.5,8,83.01
4165.1,85.2,20.6,24.5,9.03,60.6,506.2,34.5,8,91.84
1558.7,90.0,29.09,45.02,13.56,16.1,344.3,32.0,2,100.69
1742.9,52.2,36.96,24.35,14.8,61.0,203.4,82.0,8,790.65
4840.3,105.7,27.77,58.41,11.9,95.7,318.0,11.3,4,106.02
1690.7,41.8,4.79,31.17,1.91,93.3,570.3,116.6,2,3.0
2434.8,30.6,14.42,21.03,5.52,29.4,577.1,53.5,5,28.88
2446.3,117.3,33.33,54.21,13.55,27.1,495.5,42.9,3,81.3
1638.7,106.4,29.06,34.7,11.76,23.7,242.0,111.2,7,434.78
3991.1,50.4,33.41,33.72,11.39,83.8,237.5,63.5,8,318.97
3973.3,87.5,27.79,24.74,10.35,54.1,545.9,77.6,8,88.44
2202.4,66.7,23.99,46.42,6.81,40.4,213.9,86.5,2,64.68
4258.1,52.3,15.97,34.35,6.65,39.2,412.9,105.9,4,34.4
1458.8,48.7,32.7,52.92,12.33,34.8,320.2,24.3,5,272.3
519.4,33.6,12.61,45.22,5.11,89.4,285.9,19.0,10,245.14
3070.3,74.9,24.67,55.2,10.59,46.9,454.8,119.3,6,103.06
4973.3,64.7,34.12,44.9,11.17,32.0,581.8,11.0,7,105.57
673.9,71.2,29.19,51.17,12.82,73.9,499.9,87.9,4,181.93
1436.0,41.5,7.91,47.86,5.48,67.2,368.8,77.2,3,32.75
2835.1,113.9,26.06,38.5,11.39,74.4,348.3,70.8,8,237.46
4144.7,83.9,1.7,47.55,2.49,84.0,558.4,96.4,9,5.88
900.7,110.0,5.89,46.54,2.93,19.1,410.1,119.2,1,4.76
2278.6,30.9,15.16,20.27,6.84,10.2,373.5,15.2,6,88.84
3861.8,82.3,6.18,47.95,1.77,14.6,457.3,77.6,8,10.35
2171.9,104.9,28.67,30.49,14.27,73.6,256.7,88.8,2,115.0
1349.8,53.1,36.93,41.67,13.63,94.1,178.7,43.7,7,736.16
1379.7,39.5,1.0,24.45,1.69,39.8,534.8,108.2,5,3.19
2345.2,46.5,30.91,20.92,12.74,80.3,423.3,60.3,6,172.7
2657.4,47.3,19.71,20.6,8.12,75.6,224.2,28.1,6,152.47
4378.2,64.7,29.38,26.33,10.83,98.0,284.1,104.0,9,275.1
3390.1,52.6,33.91,20.8,13.42,52.4,595.5,113.7,1,15.07
3606.8,47.1,26.44,25.3,9.08,24.9,435.5,20.9,3,52.02
4923.4,84.9,6.96,42.37,2.63,78.9,436.3,92.7,4,8.01
2353.3,25.3,2.99,36.01,1.04,83.7,182.5,33.7,9,15.75
2315.1,54.0,21.54,59.23,7.96,73.7,586.0,10.7,6,75.58
4655.1,89.0,37.95,52.35,14.29,87.7,551.8,38.7,2,39.71
1606.4,37.6,25.21,25.87,9.02,43.4,396.5,104.0,1,26.82
3784.2,42.1,17.27,36.67,6.22,72.1,289.2,25.5,10,130.43
3895.6,40.1,5.99,37.24,1.43,33.7,464.1,24.4,2,3.0
940.0,20.1,33.65,34.48,13.81,50.2,525.0,91.3,1,35.76
2607.0,67.4,16.06,39.82,5.58,31.8,503.8,54.7,5,34.99
1402.5,23.9,33.1,46.79,10.87,23.9,589.7,26.3,6,136.13
1334.2,47.3,25.93,45.64,10.72,13.2,436.6,35.3,3,90.8
2587.2,119.5,11.38,34.28,4.55,70.4,294.6,97.4,2,19.59
1802.4,111.8,5.03,48.2,1.89,88.8,374.1,78.6,1,3.0
4082.3,41.5,17.87,31.58,6.39,38.3,517.3,93.7,5,32.08
4584.2,51.0,8.15,53.42,5.44,48.6,269.4,20.8,10,74.75
4112.2,66.4,26.44,58.57,10.8,10.3,254.1,60.4,2,59.22
1697.1,104.4,33.34,31.79,12.48,47.2,476.2,97.7,6,172.93
1733.6,100.3,9.88,51.39,4.11,35.3,350.0,39.2,2,17.04
1646.3,32.6,21.87,52.54,8.4,61.7,517.5,28.6,7,122.57
1107.7,32.4,11.94,39.63,1.57,91.8,214.7,52.0,1,6.68
4747.1,61.7,12.19,23.51,4.0,55.6,301.1,46.7,3,20.32
2309.2,107.0,22.11,51.45,11.66,70.8,270.6,30.4,1,37.05
1511.1,108.2,25.62,36.3,12.11,73.5,464.0,114.9,7,197.03
4310.0,30.7,28.55,28.32,11.87,23.7,491.7,63.1,8,130.02
2296.4,77.4,6.47,45.07,2.99,41.2,355.2,76.9,2,9.08
658.0,35.6,22.35,37.48,8.71,20.2,365.1,23.3,5,209.62
1228.7,88.6,17.03,23.5,6.92,49.7,209.4,77.1,3,96.73
3376.6,111.6,39.72,59.35,14.88,89.9,465.8,71.1,1,31.15
4023.1,65.5,22.09,29.79,10.16,53.3,596.5,112.5,1,9.52
1449.2,28.3,33.79,40.44,14.09,51.1,500.1,55.4,10,357.86
4628.3,77.9,9.63,46.69,3.03,28.8,250.4,96.0,7,35.21
4329.5,60.9,19.84,24.6,7.31,37.9,430.4,43.5,7,76.47
4317.7,101.1,29.59,49.58,11.8,94.3,282.7,73.7,3,108.99
1524.5,54.0,8.91,45.93,6.15,37.3,163.6,112.0,3,75.8
727.4,107.5,24.92,39.75,9.86,75.8,230.9,78.8,8,542.41
4403.4,47.4,20.32,41.13,8.16,13.8,196.2,88.2,5,131.66
1876.1,35.8,38.83,58.19,14.89,21.5,238.2,106.4,2,173.7
3285.1,50.6,12.07,56.44,3.43,38.0,508.0,111.8,5,15.53
3919.9,23.5,35.14,24.48,14.09,91.1,281.8,32.9,6,281.83
1077.3,48.1,18.17,34.75,6.62,29.7,490.7,31.5,6,96.69
4013.8,86.0,23.43,40.67,7.55,75.4,577.0,70.6,6,47.61
4723.3,34.2,24.77,56.8,8.4,25.1,408.4,119.5,9,114.34
3777.7,31.1,13.67,52.66,4.72,65.2,368.4,63.9,3,22.06
2485.5,33.2,41.77,35.46,14.49,62.8,487.6,46.4,6,191.44
4445.1,27.8,31.77,55.45,13.76,66.0,193.7,69.1,9,484.16
2873.6,107.5,32.07,35.13,14.62,35.8,342.7,17.1,10,456.16
3851.5,114.4,36.37,30.85,14.96,24.6,374.5,29.5,10,340.12
4192.3,24.7,24.75,44.4,10.38,89.8,524.0,26.4,8,102.44
3872.1,96.0,11.45,34.24,7.32,61.2,516.4,13.1,2,15.8
1795.3,93.7,29.74,44.9,12.91,29.1,531.7,89.4,10,242.68
1030.3,119.7,6.1,36.39,1.33,47.2,464.0,45.8,1,3.0
1572.5,54.8,30.99,51.83,12.68,16.0,388.8,28.5,6,248.46
2762.9,48.6,17.98,58.17,7.96,52.8,522.5,66.3,5,49.69
2773.7,65.3,26.1,30.81,10.43,48.2,543.0,45.6,7,111.26
3121.9,105.7,16.71,40.4,6.24,21.9,366.2,53.2,8,94.57
2278.0,92.9,18.31,48.98,6.16,50.0,593.5,44.7,8,53.35
4041.0,67.2,3.4,26.34,1.44,67.6,543.7,10.4,3,3.0
4609.2,44.5,20.57,51.84,6.93,93.6,379.7,85.7,8,91.4
1610.3,92.7,14.18,43.32,6.72,73.3,181.2,22.2,8,204.9
3814.4,105.5,10.03,25.99,4.15,55.2,251.0,34.1,1,7.86
3550.9,60.0,17.36,54.73,4.46,79.3,499.4,30.9,7,40.09
2853.9,86.9,20.04,37.07,9.18,35.2,200.0,46.5,2,70.49
1348.4,60.0,12.56,27.06,5.45,70.2,361.4,27.6,6,86.33
4078.5,67.8,27.27,27.82,12.62,10.5,422.2,48.2,3,66.11
4822.8,72.5,5.4,51.42,2.56,16.5,545.3,36.8,4,4.88
3748.3,97.6,23.32,57.43,9.09,66.2,531.2,16.7,3,39.48
4630.4,117.8,11.57,35.13,3.24,27.3,493.9,105.8,9,22.05
4928.8,64.4,21.25,23.15,8.4,72.0,333.5,43.6,10,166.2
2084.2,54.2,21.12,24.03,8.74,67.3,214.0,20.5,8,266.33
3372.0,57.4,21.25,46.18,9.99,15.7,451.3,67.4,8,126.79
2632.7,33.4,15.88,34.83,6.98,45.3,231.6,23.6,4,79.13
4939.8,49.7,16.07,37.05,8.13,65.2,402.6,95.0,2,20.41
922.1,28.6,12.34,33.48,3.53,74.2,591.3,16.8,6,37.67
2355.7,62.8,21.63,38.62,7.48,83.4,397.6,61.1,5,85.86
4439.9,36.7,16.19,45.74,6.22,39.7,440.5,113.8,3,21.57
1778.2,54.6,27.07,41.65,10.33,85.3,454.9,27.5,3,80.82
4045.1,99.4,20.93,26.57,7.09,41.9,523.7,32.2,2,16.63
2222.5,44.6,29.7,39.65,11.91,10.6,345.7,76.1,9,335.47
4909.9,81.2,22.2,38.42,6.96,64.9,373.9,117.8,4,46.64
4475.9,110.1,8.82,41.83,4.3,31.8,229.2,52.4,10,76.9
1855.9,76.7,12.07,24.43,4.83,21.2,426.6,81.4,7,54.26
3965.9,39.4,4.35,26.14,1.63,33.3,283.1,26.8,2,3.66
2015.9,54.5,23.63,41.21,8.56,84.5,378.4,80.6,1,22.42
3228.6,79.0,26.75,31.02,12.63,92.3,495.0,37.8,5,105.01
3463.2,70.7,33.41,45.16,11.77,96.6,157.9,77.5,1,59.95
4233.2,34.9,20.08,34.91,7.13,37.3,403.8,19.8,10,119.12
610.0,64.7,15.87,28.83,3.75,51.0,228.1,67.7,10,240.35
1490.7,74.3,31.98,46.26,13.09,82.2,275.7,36.1,7,435.87
3703.6,46.7,4.48,35.76,1.79,38.6,165.6,85.0,3,9.71
3035.9,81.2,19.13,26.3,6.59,44.7,226.3,92.2,9,189.58
2730.2,27.0,34.97,52.35,12.99,31.4,594.0,103.3,7,129.69
748.4,53.7,14.82,37.27,6.5,61.5,599.3,119.2,4,41.98
2067.2,100.4,2.1,56.6,2.65,69.3,473.9,60.5,9,12.84
4393.0,45.9,7.38,27.74,4.72,38.7,425.3,83.8,3,11.81
639.0,80.5,24.41,55.05,9.4,12.2,499.7,12.0,6,206.06
2284.0,61.0,13.82,52.64,3.13,76.2,553.4,109.6,7,24.09
4753.2,51.6,21.49,24.16,10.17,65.5,383.7,77.7,10,171.22
729.0,111.6,17.59,41.27,7.13,29.7,165.9,56.3,2,109.53
3873.7,54.3,14.02,46.15,5.68,38.3,469.2,57.8,3,19.2
1659.3,43.7,17.82,39.82,4.37,96.1,593.1,93.4,9,48.22
4399.7,110.9,37.59,35.61,12.53,66.7,266.1,101.7,5,217.72
3857.3,94.6,18.35,57.75,6.55,63.6,358.6,98.9,8,97.26
4485.7,88.2,30.77,48.03,11.34,67.6,312.6,66.2,8,237.72
1471.7,25.0,21.09,58.63,7.16,95.9,325.7,50.8,4,99.14
2890.8,33.1,3.42,53.85,2.29,40.6,474.6,114.0,4,5.35
4006.7,83.8,20.58,52.69,7.17,35.3,320.3,79.8,5,79.23
1605.6,40.9,17.59,49.03,8.11,43.9,573.5,69.8,1,11.95
1538.4,42.6,18.53,45.84,7.41,82.1,505.3,75.8,8,110.72
622.3,97.9,34.0,55.47,12.43,20.9,162.4,79.3,2,320.75
4813.3,48.6,33.87,44.54,13.75,28.6,518.3,88.4,10,177.86
3695.1,27.2,32.94,23.01,12.01,30.5,497.8,70.9,8,143.43
3360.0,23.6,26.96,43.3,9.16,67.3,382.4,106.3,4,75.75
3848.0,64.3,16.46,24.11,8.58,67.7,373.6,104.6,1,14.94
2892.3,81.7,18.52,57.97,10.02,43.5,526.0,58.6,8,90.0
2642.6,106.9,17.05,45.87,5.03,34.9,341.2,28.5,5,60.14
2522.9,31.1,34.05,42.23,12.37,77.9,221.8,73.4,2,114.91
3382.0,39.7,32.66,27.91,13.0,12.9,290.8,78.3,5,230.9
1406.9,73.0,14.08,40.63,4.74,76.5,269.3,67.6,10,167.05
4496.3,56.4,36.05,33.7,13.64,28.9,456.5,108.0,7,165.78
4152.9,68.3,34.25,47.02,12.88,91.2,230.5,20.2,7,343.28
2073.0,112.4,17.06,44.18,6.94,47.2,440.1,41.6,6,76.58
3103.7,74.5,36.44,39.97,13.73,67.8,359.7,105.2,2,76.33
1134.6,61.5,7.14,30.11,2.69,20.9,527.8,113.3,10,30.09
4875.6,118.9,5.93,41.03,1.39,32.8,368.2,56.9,8,9.39
4563.0,26.5,16.1,38.47,5.87,73.1,568.4,31.2,6,31.12
4648.5,113.2,19.93,54.05,8.92,59.5,555.2,56.2,8,64.6
1994.7,70.2,13.39,55.77,5.92,79.3,233.4,60.2,4,72.19
1261.1,70.4,41.34,50.37,14.19,60.7,458.8,67.2,8,384.47
1453.0,112.2,9.83,32.79,4.57,61.2,246.6,40.2,10,142.95
905.0,70.7,14.46,21.52,4.94,87.2,520.5,44.4,4,38.75
1040.5,63.8,26.48,57.01,9.89,48.2,436.1,82.1,1,31.61
820.9,47.2,4.26,59.68,1.05,90.6,282.4,78.4,8,22.08
4954.2,85.9,29.74,25.08,11.19,43.5,262.1,82.8,9,263.91
833.3,77.0,17.44,47.42,6.28,39.6,343.3,51.5,9,247.51
1096.4,41.4,33.17,37.01,14.69,80.1,510.3,47.0,10,410.19
4222.6,90.9,28.17,25.94,10.68,11.0,508.3,48.7,4,58.68
3111.1,84.4,4.35,59.92,1.73,25.5,165.0,114.6,10,35.33
3984.9,59.7,12.5,57.33,2.3,16.5,286.0,53.5,3,13.83
3339.1,20.4,8.43,59.3,2.23,56.1,340.3,76.7,6,19.23
4469.8,64.7,32.87,25.76,14.34,66.5,413.5,67.5,9,233.94
3373.1,20.6,27.35,39.68,10.58,10.9,217.3,106.4,10,391.07
2849.6,27.5,15.29,55.83,6.99,24.5,300.9,50.6,7,109.95
3707.4,63.1,11.53,47.01,3.81,37.2,548.5,57.8,6,20.16
2513.3,28.2,31.75,37.38,13.23,36.5,364.4,102.7,5,187.38
2057.3,47.6,8.31,40.67,3.82,18.7,484.9,27.7,9,41.89
2604.4,85.5,24.54,21.54,10.89,25.6,368.2,75.4,9,229.15
1263.7,50.9,36.18,44.46,11.69,86.2,359.2,54.0,3,146.51
4084.6,119.8,14.06,54.39,5.13,73.1,429.9,118.4,2,12.33
